"developer_name","ku_vector.K1","ku_vector.K10","ku_vector.K11","ku_vector.K12","ku_vector.K13","ku_vector.K14","ku_vector.K15","ku_vector.K16","ku_vector.K17","ku_vector.K18","ku_vector.K19","ku_vector.K2","ku_vector.K20","ku_vector.K21","ku_vector.K22","ku_vector.K23","ku_vector.K24","ku_vector.K25","ku_vector.K26","ku_vector.K27","ku_vector.K3","ku_vector.K4","ku_vector.K5","ku_vector.K6","ku_vector.K7","ku_vector.K8","ku_vector.K9","organization","repo_name"
"Nitzan Gur-Furman",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"jgit"
"Noopur Gupta",1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"ogomezdi",1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"camel"
"Olaf Lessenich",1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,NA,"openvsx"
"Olaf Lessenich",1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"theia-cloud"
"Oleksii Kurinnyi",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,NA,"che-server"
"Ole Osterhagen",1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"Ole Osterhagen",1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.ui"
"Oliver Lins",1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,NA,"eclipse.platform.ui"
"Olivier Lamy",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"sisu-project"
"Olivier Prouvost",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,NA,"egit"
"Otavio Rodolfo Piske",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,"camel"
"Otavio R. Piske",1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,NA,"camel"
"Pasquale Congiusti",1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,NA,"camel"
"Patrick Hiesel",1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"jgit"
"Patrick Tasse",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,NA,"org.eclipse.tracecompass"
"Patrick Ziegler",1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,NA,"eclipse.platform"
"Patrick Ziegler",1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.swt"
"Patrick Ziegler",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.ui"
"Patrick Ziegler",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,"tycho"
"Patrick.Ziegler",1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,"eclipse.platform.ui"
"Pauline DEVILLE",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,"eclipse.platform"
"Paul Maréchal",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,NA,"openvsx"
"Paul Schaub",1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"packager"
"Peter Krútel",1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Peter Palaga",1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"camel"
"Peter Shipton",1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"openj9"
"phateffect",1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,NA,"camel"
"Philipp Kurrle",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform"
"Pierantonio Merlino",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,"kura"
"Prasanth Rao",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"camel"
"Praveen S K",1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Prithviraj Singh",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse-collections"
"Radovan Netuka",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"camel"
"raghucssit",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform"
"raghucssit",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.swt"
"raghucssit",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"raghucssit",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"egit"
"Rahul Mohanan",1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,NA,"eclipse.platform.swt"
"Randall S. Becker",1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"jgit"
"Reeden Bhutia",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.ui"
"Reza Rouhghalandari",1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,"org.eclipse.tracecompass"
"riccardomodanese",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,"kapua"
"Rob Ratcliffe",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,NA,"camel"
"Rob Stryker",1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.ls"
"Rob Stryker",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.ui"
"Roland Grunberg",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.ls"
"Ronald Bhuleskar",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"jgit"
"rubenporras",1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"rubenporras",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,NA,"lsp4e"
"Rubén Porras Campo",1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,"lsp4e"
"rutterpaul-personal",1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"jersey"
"Saile Daimwood",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"lsp4e"
"Salvatore Coppola",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,"kura"
"Sam Delmerico",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"jgit"
"Saurabh Daware",1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse-collections"
"Sebastian Ratz",1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform"
"Sebastian Ratz",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.swt"
"Sebastian Ratz",1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Sebastian Ratz",1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"tycho"
"Sebastian Thomschke",1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Sebastian Thomschke",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,"lsp4e"
"sfiorani",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,"kura"
"shahzaib.ibrahim",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.swt"
"Shahzaib Ibrahim",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,NA,"eclipse.platform.swt"
"Shahzaib Ibrahim",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.ui"
"Sheng Chen",1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.jdt.ls"
"Shubham Verma",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"openj9"
"Shubham Waghmare",1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.swt"
"Shubham Waghmare",1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Simeon Andreev",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"Simeon Andreev",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform"
"Simeon Andreev",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.swt"
"Simeon Andreev",1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.ui"
"Simeon Andreev",1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"Xpect"
"Simon Eder",1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"egit"
"Simon Graband",1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,NA,"theia-cloud"
"Simon Spinner",1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.swt"
"Siwei Zhang",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,NA,"org.eclipse.tracecompass"
"Snjeza",1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.ls"
"Snjezana Peco",1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"Snjezana Peco",1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.ls"
"Sorna-Sarathi-N",1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"sougandhs",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.debug"
"sougandhs",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"eclipse.platform"
"sougandhs",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Sougandh S",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.debug"
"srinibharath",1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Sruteesh Kumar Paramata",1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,NA,"jgit"
"StanGenchev",1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"dirigible"
"Stanislav Deviatov",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,"camel"
"Stanislav Trailov",1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,NA,"hawkbit"
"StanZGenchev",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"dirigible"
"Stefán Freyr Stefánsson",1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,"hono"
"Stefan Kalscheuer",1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,NA,"camel"
"Stein.Codes",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"hawkbit"
"Stephan Herrmann",1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"Stephan Wahlbrink",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,"egit"
"Stephen Higgs",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"camel"
"Steven Hartley",1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,NA,"up-java"
"Stuart McCulloch",1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,NA,"sisu-project"
"Suby S Surendran",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.debug"
"Sylwester Lachiewicz",1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,"sisu-project"
"Tadayoshi Sato",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,NA,"camel"
"tajila",1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"openj9"
"Tamas Cservenak",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,NA,"sisu-project"
"Theo Dann-Muirhead",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.swt"
"Theresa Mammarella",1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"openj9"
"the-snowwhite",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.swt"
"Thomas Diesler",1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,NA,"camel"
"Thomas Gantenbein",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,"camel"
"Thomas Singer",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.swt"
"Thomas Watson",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"eclipse.platform.swt"
"Thomas Wolf",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,"egit"
"Thomas Wolf",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,NA,"jgit"
"ThuF",1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"dirigible"
"Titouan Vervack",1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"tycho"
"Tobi Ajila",1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"openj9"
"Tobias Hahnen",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,"tycho"
"Tobias Melcher",1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"eclipse.platform"
"Tobias Melcher",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.swt"
"Tobias Melcher",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,NA,"eclipse.platform.ui"
"Tom Cunningham",1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,"camel"
"tupesanket1999",1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,NA,"camel"
"Umair Sair",1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Vaibhav Vishal",1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"jersey"
"Vaishnavi R",1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,"camel"
"Valentin",1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,"dirigible"
"Valeriy Svydenko",1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"openvsx"
"Varsha C L",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,"jersey"
"Vasili Gulevich",1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform"
"Vasili Gulevich",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,NA,"eclipse.platform.swt"
"Vasili Gulevich",1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Vasil Ilchev",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,NA,"hawkbit"
"Victor Rubezhny",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,NA,"lsp4e"
"vince-fugnitto",1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,NA,"openvsx"
"Vineet Saurabh",1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,NA,"camel"
"Vít Holásek",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"hono"
"Vlad Arama",1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"org.eclipse.tracecompass"
"Vladimir Mutafov",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"dirigible"
"vmzakharov",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse-collections"
"William Riley",1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,NA,"tycho"
"Xing Huang",1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"jgit"
"Yannic Soethoff",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"yoa1226",1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,"eclipse-collections"
"Yordan Pavlov",1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"dirigible"
"youtirsin",1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,"jgit"
"Yury Molchan",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,NA,"jgit"
"Zheng Feng",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,NA,"camel"
"Zineb Bendhiba",1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,"camel"
"Zineb BENDHIBA",1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,NA,"camel"
"zladdi",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,NA,"tycho"
"Zlika",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,NA,"tycho"
"Zsombor",1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,"eclipse.jdt.debug"
"Zsombor Gegesy",1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"Александър Куртаков",1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.jdt.debug"
"Александър Куртаков",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,"eclipse.jdt.ls"
"Александър Куртаков",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,NA,"eclipse.platform"
"Александър Куртаков",1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.releng.buildtools"
"Александър Куртаков",1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,NA,"eclipse.platform.swt"
"Александър Куртаков",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"eclipse.platform.ui"
"Александър Куртаков",1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,NA,"lsp4e"
"Александър Куртаков",1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,NA,"tycho"
